Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour,Time_period
18:40:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Unknown,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,18,Evening
11:11:00,Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Other,Owner,Above 10yr,No defect,Church areas,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,11,Morning
11:11:00,Wednesday,18-30,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury,11,Morning
7:50:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Other,Slight Injury,7,Morning
7:50:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Going straight,Pedestrian,Female,18-30,3,Other,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury,7,Morning
7:50:00,Tuesday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,7,Morning
16:30:00,Tuesday,18-30,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,16,Afternoon
16:30:00,Tuesday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Church areas,Undivided Two way,Sharp reverse curve,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,16,Afternoon
18:56:00,Monday,Under 18,Male,Junior high school,Owner,Below 1yr,Public (> 45 seats),Owner,Above 10yr,No defect,Office areas,Undivided Two way,Gentle horizontal curve,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,na,na,na,na,Unknown,Normal,Not a Pedestrian,No distancing,Slight Injury,18,Evening
18:56:00,Monday,Unknown,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,5-10yrs,No defect,Other,Double carriageway (median),Gentle horizontal curve,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Unknown,Driver or rider,Male,5,3,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,18,Evening
18:13:00,Tuesday,18-30,Male,Writing & reading,Employee,Below 1yr,Automobile,Owner,Unknown,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,18,Evening
18:13:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,5-10yrs,No defect,Church areas,Unknown,Tangent road with mountainous terrain and,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,18-30,2,Unknown,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,18,Evening
18:13:00,Tuesday,31-50,Male,Elementary school,Owner,5-10yr,Unknown,Owner,1-2yr,Unknown,School areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Rollover,2,2,Going straight,na,na,na,na,Unknown,Normal,Not a Pedestrian,Overtaking,Slight Injury,18,Evening
15:15:00,Sunday,18-30,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Unknown,Unknown,Unknown,Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Rollover,4,5,Going straight,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,Other,Slight Injury,15,Afternoon
15:15:00,Sunday,31-50,Male,Junior high school,Owner,Below 1yr,Lorry (41?100Q),Owner,Above 10yr,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,4,5,Going straight,Pedestrian,Male,31-50,2,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury,15,Afternoon
15:15:00,Sunday,31-50,Male,Writing & reading,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Going straight,Pedestrian,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Slight Injury,15,Afternoon
10:12:00,Tuesday,18-30,Male,Writing & reading,Employee,5-10yr,Stationwagen,Owner,Above 10yr,Unknown,Church areas,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Going straight,Driver or rider,Male,18-30,3,Unknown,Unknown,Not a Pedestrian,Unknown,Slight Injury,10,Morning
19:25:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Governmental,1-2yr,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,5,Going straight,Pedestrian,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,19,Evening
14:57:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Governmental,Above 10yr,Unknown,Other,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,4,5,Other,Driver or rider,Male,5,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,14,Afternoon
14:57:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Organization,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Unknown,Unknown,Dry,Daylight,Normal,Collision with pedestrians,3,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Serious Injury,14,Afternoon
14:57:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Organization,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Other,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury,14,Afternoon
8:30:00,Sunday,Under 18,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,8,Morning
22:05:00,Monday,Unknown,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Governmental,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,2,Unknown,Unknown,Not a Pedestrian,No priority to pedestrian,Serious Injury,22,Night
22:05:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,Passenger,Female,18-30,3,Unknown,Unknown,Not a Pedestrian,Overtaking,Serious Injury,22,Night
15:30:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Church areas,One way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Driver or rider,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,15,Afternoon
15:30:00,Friday,Over 51,Male,Junior high school,Owner,5-10yr,Unknown,Owner,1-2yr,No defect,Unknown,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads with some distress,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,15,Afternoon
15:30:00,Friday,Over 51,Female,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,Unknown,Market areas,other,Steep grade downward with mountainous terrain,Unknown,Unknown,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Unknown,Driver or rider,Male,18-30,3,Unknown,Unknown,Not a Pedestrian,No priority to pedestrian,Slight Injury,15,Afternoon
21:15:00,Sunday,31-50,Male,Elementary school,Employee,Below 1yr,Stationwagen,Owner,Above 10yr,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,21,Night
21:15:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Unknown,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Going straight,Driver or rider,Male,18-30,3,Unknown,Unknown,Not a Pedestrian,Driving carelessly,Slight Injury,21,Night
21:15:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Unknown,Owner,Unknown,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury,21,Night
21:15:00,Sunday,18-30,Male,High school,Employee,Above 10yr,Automobile,Governmental,1-2yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,21,Night
16:32:00,Monday,18-30,Male,High school,Employee,Above 10yr,Stationwagen,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Earth roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,16,Afternoon
16:32:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,4,1,Moving Backward,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,16,Afternoon
16:32:00,Monday,Over 51,Male,Elementary school,Employee,1-2yr,Other,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,4,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,16,Afternoon
15:30:00,Friday,31-50,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,4,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,15,Afternoon
15:30:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Recreational areas,One way,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,4,1,Turnover,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,15,Afternoon
14:45:00,Saturday,Over 51,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,14,Afternoon
19:30:00,Wednesday,31-50,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Organization,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,19,Evening
19:30:00,Wednesday,Over 51,Female,High school,Owner,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,Under 18,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,19,Evening
16:56:00,Friday,Over 51,Male,Unknown,Owner,Below 1yr,Automobile,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Unknown,Unknown,Not a Pedestrian,No distancing,Serious Injury,16,Afternoon
17:50:00,Monday,18-30,Male,Writing & reading,Owner,5-10yr,Automobile,Unknown,1-2yr,Unknown,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury,17,Evening
17:50:00,Monday,18-30,Male,Above high school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,No defect,Church areas,Double carriageway (median),Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury,17,Evening
9:04:00,Tuesday,31-50,Male,High school,Employee,Below 1yr,Public (13?45 seats),Owner,2-5yrs,Unknown,Other,One way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Serious Injury,9,Morning
9:04:00,Tuesday,Over 51,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Unknown,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Unknown,Unknown,Not a Pedestrian,No distancing,Serious Injury,9,Morning
10:40:00,Thursday,Over 51,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,2-5yrs,Unknown,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Unknown,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,10,Morning
10:40:00,Thursday,Over 51,Female,Junior high school,Owner,Above 10yr,Public (12 seats),Owner,Unknown,Unknown,Recreational areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,10,Morning
21:15:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Getting off,Driver or rider,Female,5,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,21,Night
21:15:00,Thursday,18-30,Male,Junior high school,Employee,No Licence,Lorry (41?100Q),Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,21,Night
